"Időbélyeg","Are you from the Netherlands, or have you been living there for a minimum of 1 year?","1. I am concerned when the environment is damaged, even if it does not directly affect me. (1 = does not apply to me at all, 6 = applies to me completely)","2. I believe it is important that my decisions do not harm those around me or future generations. 
(1 = does not apply to me at all, 6 = applies to me completely)","3. I strive to follow rules and standards that serve the good of the community or society as a whole.
(1 = does not apply to me at all, 6 = applies to me completely)","4. I believe it is important for society to continue to function within a sustainable and stable framework in the future. 
(1 = does not apply to me at all, 6 = applies to me completely)","5. What can you do with a broken, unused smartphone? Select all the options you think are correct!","6. Have you ever heard of the term ""e-waste"" or WEEE?","7. Have you ever participated in any programs or initiatives—including online ones—that provide information on the proper disposal of e-waste?","8. If you answered “No” to the previous question, would you be interested in attending similar events if you had the opportunity?","1. How often do you replace the following items before they are completely worn out?     [Small appliances]","1. How often do you replace the following items before they are completely worn out?     [Personal IT devices]","1. How often do you replace the following items before they are completely worn out?     [Large household appliances]","2. Have you ever purchased a used or refurbished device in the following categories?  [Small appliances]","2. Have you ever purchased a used or refurbished device in the following categories?  [Personal IT devices]","2. Have you ever purchased a used or refurbished device in the following categories?  [Large household appliances]","3. If so, what was your main reason? Please select an answer only for the device types for which you answered ""Yes"" to the previous question! [Small appliances]","3. If so, what was your main reason? Please select an answer only for the device types for which you answered ""Yes"" to the previous question! [Personal IT devices]","3. If so, what was your main reason? Please select an answer only for the device types for which you answered ""Yes"" to the previous question! [Large household appliances]","4. If you didn’t buy secondhand, what held you back?  Please select an answer only for the device types for which you answered ""No"" to the previous question! [Small appliances]","4. If you didn’t buy secondhand, what held you back?  Please select an answer only for the device types for which you answered ""No"" to the previous question! [Personal IT devices]","4. If you didn’t buy secondhand, what held you back?  Please select an answer only for the device types for which you answered ""No"" to the previous question! [Large household appliances]","5. Have you ever used any of the following services? [Equipment rental for electronic products (e.g., monthly fee for a washing machine)]","5. Have you ever used any of the following services? [Shared use of electronis products (e.g., tool library)]","6. How open would you be to renting or sharing an electronic device in the future instead of owning it?  [Small appliances]","6. How open would you be to renting or sharing an electronic device in the future instead of owning it?  [Personal IT devices]","6. How open would you be to renting or sharing an electronic device in the future instead of owning it?  [Large household appliances ]","7. When purchasing the following electronic devices, do you consider their durability or repairability to be important? [Small appliances]","7. When purchasing the following electronic devices, do you consider their durability or repairability to be important? [Personal IT devices]","7. When purchasing the following electronic devices, do you consider their durability or repairability to be important? [Large household appliances]","1. If an electronic device breaks down, do you usually have it repaired?  [Small appliances]","1. If an electronic device breaks down, do you usually have it repaired?  [Personal IT devices]","1. If an electronic device breaks down, do you usually have it repaired?  [Large household appliances]","If you don't get a small appliance repaired, what's usually the reason? ","If you don't get a personal IT device repaired, what's usually the reason? ","If you don't get a large household appliance repaired, what's usually the reason? ","What would most encourage you to have the product repaired rather than replaced? (You may select up to 2 answers, and also add your own answer at the last option)","4. Do you usually fix minor problems yourself? ","5. To what extent are you willing to continue using an electronic device after it has been fully repaired?  [Small appliances]","5. To what extent are you willing to continue using an electronic device after it has been fully repaired?  [Personal IT devices]","5. To what extent are you willing to continue using an electronic device after it has been fully repaired?  [Large household appliances]","6. To what extent are you willing to continue using an electronic device that has been repaired, but has some minor issues remained (e.g., slow performance, scratched or dented exterior, etc.)?  [Small appliances]","6. To what extent are you willing to continue using an electronic device that has been repaired, but has some minor issues remained (e.g., slow performance, scratched or dented exterior, etc.)?  [Personal IT devices]","6. To what extent are you willing to continue using an electronic device that has been repaired, but has some minor issues remained (e.g., slow performance, scratched or dented exterior, etc.)?  [Large household appliances]","1. When you no longer wish to use a small device, what usually happens to it?","2. If you no longer want to use a personal IT device, what usually happens to it?","3. If you no longer want to use a large household appliance, what usually happens to it?","4. Do you know where the nearest e-waste drop-off location is near where you live?","5. What would encourage you to take the device to the appropriate place instead of keeping it at home or throwing it away? (You may select up to 2 answers, and also add your own answer at the last option)","6. What’s stopping you from dropping-off your unwanted items at a collection point? ","7. Would you be willing to do more in the future to ensure that your electronic devices are disposed of properly? ","Gender: ","Age: ","Highest level of finished education:","Current occupation:","Place of residence: ","Your household's monthly net income (in EUR)","Your household size"
"2026/04/21 1:30:54 du. GMT+3","Yes","4","5","6","5","I  take it back to the store where I bought it;I'm selling it, or I give it to someone who can still use it;I put it in the drawer where I keep other similar items","No","No","Maybe","2","3","1 = never","No","No","Yes","","","Better price","Quality concerns;Hygiene concerns","Quality concerns","","Yes","Yes","4","1 = not at all","6 = completely","3","6 = completely","5","2","5","5","The cost of the repair is nearly as much as the price of a new product;It takes too much time","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop","I can't find a reliable repair shop","Lower repair costs","Yes","6 = always","6 = always","6 = always","5","6 = always","6 = always","I'm keeping it at home; I won't throw it away just yet;I'll pass this on to a friend;I sell on online marketplaces for used goods","I'm keeping it at home; I won't throw it away just yet;I'll pass this on to a friend;I sell on online marketplaces for used goods","I'll pass this on to a friend;I sell on online marketplaces for used goods","No","More information on this type of locations","I don't know of a nearby drop-off location","5","Man","18 - 24 years","High School","Student","Large city (population over 100,000)","1 601–2 400 €","2 people"
"2026/04/21 1:55:08 du. GMT+3","Yes","4","5","3","3","I'm selling it, or I give it to someone who can still use it","No","No","No","1 = never","2","1 = never","No","No","Yes","","","Better price","Quality concerns;Hygiene concerns","Quality concerns","","No","No","1 = not at all","1 = not at all","1 = not at all","1 = not at all","6 = completely","2","1 = never","5","3","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop;It takes too much time;The parts are not available","It takes too much time","I can't find a reliable repair shop;The parts are not available","Lower repair costs;A more convenient process (e.g., in-home service)","Yes","2","4","5","3","3","2","I'll pass this on to a friend;I sell on online marketplaces for used goods","I sell on online marketplaces for used goods","I sell on online marketplaces for used goods","No","Financial incentive (e.g., as with plastic bottles)","I don't know of a nearby drop-off location","2","Man","18 - 24 years","High School","Student","Large city (population over 100,000)","1 601–2 400 €","1 person (I live alone)"
"2026/04/21 5:09:00 du. GMT+3","Yes","5","6","4","5","I drop it off at a designated e-waste collection point;I  take it back to the store where I bought it;I'm selling it, or I give it to someone who can still use it;I have it repaired, if possible","Yes","No","No","5","3","2","No","Yes","No","","It didn't have to be new","","I didn't know where","","Quality concerns","No","No","1 = not at all","3","5","3","5","6 = completely","2","5","5","The cost of the repair is nearly as much as the price of a new product;It takes too much time","The cost of the repair is nearly as much as the price of a new product;The parts are not available","The parts are not available","Lower repair costs;A more convenient process (e.g., in-home service)","Yes","5","6 = always","6 = always","2","4","4","I'm keeping it at home; I won't throw it away just yet;I'll pass this on to a friend;I will take it to a designated e-waste collection point","I'm keeping it at home; I won't throw it away just yet;I'll pass this on to a friend;I sell on online marketplaces for used goods","I'll pass this on to a friend;I sell on online marketplaces for used goods","No","A closer or more convenient drop-off location","I don't know of a nearby drop-off location","5","Man","18 - 24 years","High School","Student","Large city (population over 100,000)","I do not want to answer","1 person (I live alone)"
"2026/04/21 6:10:37 du. GMT+3","Yes","4","4","5","6","I'm selling it, or I give it to someone who can still use it;I put it in the drawer where I keep other similar items","Yes","No","Maybe","3","2","2","Yes","Yes","No","Better price","Better price","","Hygiene concerns","","Quality concerns;Hygiene concerns","Yes","No","3","2","4","2","4","4","1 = never","3","3","I can't find a reliable repair shop;It takes too much time","I can't find a reliable repair shop;Data security concerns","The cost of the repair is nearly as much as the price of a new product;The parts are not available","Financial incentive (e.g., tax credit, refund);A more convenient process (e.g., in-home service)","No","2","2","3","2","2","2","I'm keeping it at home; I won't throw it away just yet","I'm keeping it at home; I won't throw it away just yet","I will take it to a designated e-waste collection point","No","A closer or more convenient drop-off location","I don't know of a nearby drop-off location","4","Woman","18 - 24 years","Master’s degree or higher (MA/MSc/PhD)","Student","Large city (population over 100,000)","1 601–2 400 €","3-4 people"
"2026/04/22 12:26:02 du. GMT+3","Yes","5","5","5","5","I'm selling it, or I give it to someone who can still use it;I have it repaired, if possible;I put it in the drawer where I keep other similar items","Yes","No","Maybe","2","4","2","No","Yes","No","Sustainability reasons","It didn't have to be new","Sustainability reasons","Quality concerns;Hygiene concerns","","Quality concerns","No","No","1 = not at all","1 = not at all","3","5","5","5","4","4","3","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop;It takes too much time","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop;It takes too much time","The cost of the repair is nearly as much as the price of a new product","Lower repair costs;A more convenient process (e.g., in-home service)","Yes","6 = always","6 = always","6 = always","5","5","5","I'm keeping it at home; I won't throw it away just yet;I'll pass this on to a friend","I'm keeping it at home; I won't throw it away just yet;I'll pass this on to a friend","I'll pass this on to a friend;I sell on online marketplaces for used goods;I will take it to a designated e-waste collection point","No","Financial incentive (e.g., as with plastic bottles);A closer or more convenient drop-off location","I don't know of a nearby drop-off location","4","Man","18 - 24 years","High School","Student","Large city (population over 100,000)","I do not want to answer","1 person (I live alone)"
"2026/04/22 3:23:15 du. GMT+3","Yes","6","6","6","6","I drop it off at a designated e-waste collection point;I  take it back to the store where I bought it;I have it repaired, if possible","Yes","No","Maybe","1 = never","1 = never","1 = never","Yes","No","No","It didn't have to be new","","","","Quality concerns;The price wasn't worth it","Quality concerns;Hygiene concerns","No","No","1 = not at all","1 = not at all","1 = not at all","6 = completely","6 = completely","6 = completely","6 = always","6 = always","6 = always","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop;The parts are not available","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop;The parts are not available","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop;The parts are not available","Lower repair costs;Easier access to reliable service;A more convenient process (e.g., in-home service)","Yes","6 = always","6 = always","6 = always","5","3","5","I'm keeping it at home; I won't throw it away just yet;I'll pass this on to a friend;I will take it to a designated e-waste collection point","I'm keeping it at home; I won't throw it away just yet;I'll pass this on to a friend;I will take it to a designated e-waste collection point","I'm keeping it at home; I won't throw it away just yet;I'll pass this on to a friend;I will take it to a designated e-waste collection point","Yes","A closer or more convenient drop-off location;Home delivery services","It's too far away / hard to get to","6","Man","25 - 34 years","Master’s degree or higher (MA/MSc/PhD)","Student","Large city (population over 100,000)","above 2 400 €","3-4 people"
"2026/04/23 12:44:01 du. GMT+3","Yes","4","4","5","5","I'm selling it, or I give it to someone who can still use it","Yes","No","Maybe","1 = never","5","2","No","Yes","Yes","Better price","Better price","Better price","Hygiene concerns","","","No","No","1 = not at all","1 = not at all","1 = not at all","4","4","4","3","3","4","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop","Lower repair costs;Easier access to reliable service","Yes","4","4","4","2","1 = never","2","I sell on online marketplaces for used goods;I will take it to a designated e-waste collection point","I'll pass this on to a friend;I sell on online marketplaces for used goods","I'll pass this on to a friend;I sell on online marketplaces for used goods","No","Financial incentive (e.g., as with plastic bottles);A closer or more convenient drop-off location","I don't know of a nearby drop-off location","6","Woman","25 - 34 years","Master’s degree or higher (MA/MSc/PhD)","Entrepreneur","Large city (population over 100,000)","I do not want to answer","2 people"
"2026/04/23 9:34:59 du. GMT+3","Yes","4","6","6","6","I drop it off at a designated e-waste collection point;I have it repaired, if possible","Yes","No","Maybe","1 = never","4","2","Yes","Yes","Yes","It didn't have to be new","Better price","It didn't have to be new","","","","No","No","2","1 = not at all","5","2","6 = completely","6 = completely","1 = never","6 = always","4","The cost of the repair is nearly as much as the price of a new product","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop","The parts are not available","Lower repair costs;Easier access to reliable service;A more convenient process (e.g., in-home service)","Yes","6 = always","6 = always","6 = always","3","5","5","I will take it to a designated e-waste collection point","I'm keeping it at home; I won't throw it away just yet","I'll return it to the store or the manufacturer","Yes","A closer or more convenient drop-off location;Home delivery services","It's too far away / hard to get to","4","Woman","25 - 34 years","Master’s degree or higher (MA/MSc/PhD)","Household worker","City (20 000 - 100 000 residents)","above 2 400 €","3-4 people"
"2026/04/23 10:07:30 du. GMT+3","Yes","4","5","4","5","I have it repaired, if possible","No","No","Maybe","1 = never","1 = never","1 = never","Yes","Yes","Yes","Better price","Better price","It didn't have to be new","","","","No","No","3","1 = not at all","4","5","5","6 = completely","4","6 = always","6 = always","The cost of the repair is nearly as much as the price of a new product","I can't find a reliable repair shop","The parts are not available","Lower repair costs;Easier access to reliable service","Yes","6 = always","6 = always","6 = always","5","4","6 = always","I'm keeping it at home; I won't throw it away just yet","I'm keeping it at home; I won't throw it away just yet","I'll throw it in the regular household trash","No","A closer or more convenient drop-off location;Home delivery services","I don't know of a nearby drop-off location","5","Woman","18 - 24 years","High School","Student","Large city (population over 100,000)","above 2 400 €","3-4 people"
"2026/04/24 10:35:58 de. GMT+3","Yes","6","5","6","6","I drop it off at a designated e-waste collection point;I  take it back to the store where I bought it;I'm selling it, or I give it to someone who can still use it;I have it repaired, if possible","Yes","Yes","","2","2","2","No","Yes","No","","Better price","","Quality concerns;Hygiene concerns","","Quality concerns;The price wasn't worth it","No","No","3","1 = not at all","1 = not at all","5","4","6 = completely","2","3","6 = always","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop;The parts are not available","The cost of the repair is nearly as much as the price of a new product","The cost of the repair is nearly as much as the price of a new product","Lower repair costs;it increases the lifespan/useable lifespan of the product (e.g. new battery, new screen, new camera) for reasonable prices and without the risk of losing new functionality - smartwatch and smartphone manufacturers tend to give new functionality only to new products and it slows down.","Yes","6 = always","6 = always","6 = always","5","4","6 = always","I will take it to a designated e-waste collection point","I'll return it to the store or the manufacturer;I will take it to a designated e-waste collection point","I will take it to a designated e-waste collection point","Yes","A closer or more convenient drop-off location;for personal IT devices I want it to be wiped before handing in to protect my and my family's privacy.","Data security concerns (regarding IT devices)","6","Man","35 - 44 years","Master’s degree or higher (MA/MSc/PhD)","Employee","Small Town / Village (town or village with fewer than 20,000 residents)","above 2 400 €","3-4 people"
"2026/04/24 11:17:54 de. GMT+3","Yes","6","6","6","6","I drop it off at a designated e-waste collection point;I  take it back to the store where I bought it;I'm selling it, or I give it to someone who can still use it;I put it in the drawer where I keep other similar items","Yes","No","Maybe","1 = never","1 = never","1 = never","No","No","No","","","","Quality concerns;Hygiene concerns","Quality concerns;Hygiene concerns","Quality concerns;Hygiene concerns","Yes","No","2","1 = not at all","2","3","3","3","2","3","4","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop;It takes too much time;The parts are not available","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop;It takes too much time","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop;It takes too much time","Lower repair costs;Easier access to reliable service;Financial incentive (e.g., tax credit, refund);A more convenient process (e.g., in-home service)","Yes","4","4","4","3","3","3","I'm keeping it at home; I won't throw it away just yet;I'll pass this on to a friend;I sell on online marketplaces for used goods;I'll return it to the store or the manufacturer;I will take it to a designated e-waste collection point","I'm keeping it at home; I won't throw it away just yet;I'll pass this on to a friend;I sell on online marketplaces for used goods;I'll return it to the store or the manufacturer;I will take it to a designated e-waste collection point","I sell on online marketplaces for used goods;I'll return it to the store or the manufacturer;I will take it to a designated e-waste collection point","No","Financial incentive (e.g., as with plastic bottles);A closer or more convenient drop-off location;Home delivery services","I don't know of a nearby drop-off location","5","Woman","18 - 24 years","College / University degree (BA/BSc)","Student","City (20 000 - 100 000 residents)","I do not want to answer","3-4 people"
"2026/04/24 3:40:17 du. GMT+3","Yes","6","5","4","6","I drop it off at a designated e-waste collection point;I'm selling it, or I give it to someone who can still use it;I have it repaired, if possible;I put it in the drawer where I keep other similar items","Yes","No","Maybe","2","3","2","No","Yes","No","","Sustainability reasons","","Hygiene concerns","","","No","No","1 = not at all","1 = not at all","2","1 = not at all","2","4","1 = never","3","4","The cost of the repair is nearly as much as the price of a new product;It takes too much time","It takes too much time","The parts are not available","Easier access to reliable service","Yes","4","4","4","4","2","3","I'm keeping it at home; I won't throw it away just yet;I will take it to a designated e-waste collection point","I'm keeping it at home; I won't throw it away just yet;I will take it to a designated e-waste collection point","I'm keeping it at home; I won't throw it away just yet;I will take it to a designated e-waste collection point","No","Financial incentive (e.g., as with plastic bottles)","It's too far away / hard to get to","5","Man","18 - 24 years","High School","Student","Small Town / Village (town or village with fewer than 20,000 residents)","600–1 000 €","3-4 people"
"2026/04/28 9:29:59 du. GMT+3","Yes","5","5","5","5","I  take it back to the store where I bought it;I'm selling it, or I give it to someone who can still use it;I have it repaired, if possible;I hand it in to a mobile service provider","No","No","Maybe","1 = never","1 = never","2","No","Yes","No","","It didn't have to be new","","Quality concerns;Hygiene concerns","","Quality concerns","No","No","2","2","1 = not at all","3","4","3","3","4","1 = never","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop;It takes too much time","It takes too much time;Data security concerns","The cost of the repair is nearly as much as the price of a new product;I can't find a reliable repair shop","Lower repair costs;Easier access to reliable service;Financial incentive (e.g., tax credit, refund)","Yes","3","4","3","2","2","2","I'll pass this on to a friend;I will take it to a designated e-waste collection point","I sell on online marketplaces for used goods;I will take it to a designated e-waste collection point","I'll pass this on to a friend;I sell on online marketplaces for used goods;I will take it to a designated e-waste collection point","Yes","Financial incentive (e.g., as with plastic bottles);Home delivery services","Data security concerns (regarding IT devices)","5","Woman","45 - 65 years","High School","Employee","City (20 000 - 100 000 residents)","above 2 400 €","3-4 people"
"2026/04/30 7:08:22 du. GMT+3","Yes","6","5","5","5","I  take it back to the store where I bought it;I'm selling it, or I give it to someone who can still use it;I have it repaired, if possible","Yes","Yes","","5","4","4","Yes","Yes","Yes","Sustainability reasons","It didn't have to be new","Sustainability reasons","Hygiene concerns","Quality concerns","Quality concerns","No","No","5","4","5","6 = completely","6 = completely","6 = completely","5","4","5","The cost of the repair is nearly as much as the price of a new product;The parts are not available;Data security concerns","The cost of the repair is nearly as much as the price of a new product;The parts are not available;Data security concerns","The cost of the repair is nearly as much as the price of a new product;The parts are not available","Better environmental awareness;Financial incentive (e.g., tax credit, refund)","No","5","5","5","5","4","5","I'll pass this on to a friend;I sell on online marketplaces for used goods","I'll pass this on to a friend;I sell on online marketplaces for used goods","I'll pass this on to a friend;I sell on online marketplaces for used goods","No","A closer or more convenient drop-off location;Home delivery services","It's too far away / hard to get to","5","Man","25 - 34 years","Master’s degree or higher (MA/MSc/PhD)","Student","Large city (population over 100,000)","above 2 400 €","1 person (I live alone)"
